365, 116, 1
731, 14, 1
530, 945, 5
910, 746, 2
17, 221, 17
849, 551, 1
931, 687, 1
877, 225, 1
650, 138, 2
961, 112, 1
229, 215, 1
251, 153, 1
531, 112, 1
177, 741, 3
321, 1, 1
853, 105, 1
672, 728, 56
326, 802, 2
515, 41, 1
516, 149, 1
439, 300, 1
957, 951, 3
637, 30, 1
68, 550, 2
526, 420, 2
135, 875, 5
131, 447, 1
719, 657, 1
734, 356, 2
566, 750, 2
131, 226, 1
215, 271, 1
979, 190, 1
910, 168, 14
894, 69, 3
489, 517, 1
266, 1000, 2
573, 315, 3
112, 525, 7
799, 913, 1
767, 442, 13
840, 527, 1
6, 962, 2
724, 112, 4
852, 303, 3
542, 340, 2
775, 746, 1
283, 865, 1
337, 1000, 1
335, 862, 1
298, 400, 2
109, 254, 1
227, 537, 1
965, 573, 1
778, 501, 1
903, 462, 21
145, 776, 1
934, 997, 1
217, 229, 1
369, 452, 1
696, 966, 6
654, 280, 2
369, 784, 1
681, 205, 1
289, 331, 1
686, 399, 7
611, 706, 1
531, 961, 1
205, 162, 1
911, 468, 1
98, 174, 2
162, 142, 2
640, 618, 2
469, 463, 1
467, 581, 1
796, 464, 4
943, 921, 1
168, 248, 8
815, 685, 5
577, 897, 1
196, 173, 1
594, 661, 1
32, 13, 1
703, 981, 1
44, 558, 2
527, 244, 1
607, 244, 1
873, 325, 1
95, 428, 1
734, 254, 2
26, 507, 13
136, 955, 1
229, 200, 1
366, 68, 2
204, 464, 4
628, 101, 1
184, 898, 2
44, 592, 4
766, 143, 1
467, 604, 1
63, 630, 63
639, 613, 1
287, 859, 1
803, 882, 1
111, 746, 1
544, 488, 8
174, 43, 1
300, 967, 1
428, 405, 1
222, 857, 1
367, 315, 1
597, 702, 3
403, 74, 1
528, 178, 2
263, 944, 1
49, 952, 7
75, 272, 1
267, 340, 1
270, 710, 10
729, 181, 1
538, 48, 2
732, 596, 4
664, 855, 1
101, 806, 1
266, 294, 14
251, 640, 1
85, 414, 1
765, 425, 85
737, 845, 1
672, 357, 21
407, 447, 1
532, 521, 1
904, 869, 1
16, 579, 1
863, 290, 1
897, 680, 1
727, 852, 1
424, 991, 1
753, 397, 1
25, 677, 1
320, 987, 1
924, 808, 4
83, 253, 1
796, 497, 1
131, 997, 1
17, 806, 1
914, 655, 1
47, 951, 1
596, 715, 1
278, 108, 2
170, 717, 1
295, 272, 1
810, 509, 1
347, 526, 1
616, 912, 8
208, 43, 1
254, 57, 1
59, 783, 1
999, 193, 1
749, 248, 1
367, 928, 1
57, 166, 1
869, 26, 1
750, 276, 6
275, 355, 5
352, 507, 1
550, 731, 1
596, 666, 2
924, 765, 3
262, 346, 2
813, 539, 1
309, 466, 1
98, 702, 2
300, 569, 1
194, 554, 2
228, 829, 1
501, 722, 1
985, 602, 1
793, 970, 1
833, 126, 7
965, 240, 5
543, 899, 1
330, 819, 3
709, 58, 1
378, 463, 1
311, 83, 1
798, 153, 3
331, 413, 1
278, 87, 1
126, 544, 2
394, 168, 2
295, 521, 1
652, 600, 4
587, 338, 1
354, 164, 2
729, 796, 1
699, 309, 3
819, 871, 13
67, 315, 1
799, 161, 1
32, 157, 1
853, 271, 1
374, 463, 1
550, 830, 10
102, 138, 6
646, 762, 2
31, 98, 1
342, 644, 2
116, 45, 1
454, 193, 1
27, 855, 9
950, 367, 1
572, 820, 4
245, 558, 1
493, 646, 17
537, 772, 1
213, 895, 1
359, 999, 1
91, 776, 1
617, 275, 1
560, 703, 1
709, 853, 1
381, 357, 3
204, 228, 12
308, 465, 1
679, 411, 1
688, 875, 1
818, 55, 1
475, 41, 1
300, 989, 1
288, 452, 4
949, 55, 1
951, 681, 3
739, 342, 1
412, 276, 4
567, 536, 1
12, 117, 3
47, 135, 1
678, 623, 1
445, 870, 5
16, 791, 1
654, 197, 1
324, 124, 4
152, 489, 1
21, 347, 1
462, 322, 14
324, 602, 2
993, 424, 1
644, 601, 1
556, 827, 1
744, 629, 1
859, 648, 1
227, 556, 1
695, 899, 1
465, 367, 1
724, 441, 1
583, 199, 1
922, 888, 2
655, 995, 5
666, 470, 2
444, 167, 1
951, 89, 1
45, 727, 1
202, 226, 2
862, 159, 1
952, 668, 4
13, 824, 1
326, 968, 2
999, 497, 1
99, 965, 1
299, 138, 23
512, 263, 1
69, 957, 3
730, 656, 2
739, 121, 1
820, 340, 20
783, 271, 1
860, 128, 4
750, 2, 2
216, 445, 1
901, 310, 1
152, 867, 1
642, 538, 2
190, 273, 1
957, 933, 3
857, 142, 1
313, 548, 1
164, 706, 2
990, 267, 3
842, 326, 2
30, 941, 1
654, 477, 3
738, 699, 3
389, 350, 1
604, 427, 1
272, 218, 2
591, 303, 3
328, 9, 1
79, 234, 1
673, 358, 1
789, 606, 3
221, 76, 1
436, 571, 1
283, 699, 1
333, 894, 3
432, 641, 1
879, 232, 1
947, 296, 1
71, 107, 1
208, 107, 1
627, 649, 11
506, 495, 11
122, 748, 2
265, 368, 1
598, 974, 2
946, 596, 2
498, 182, 2
202, 841, 1
359, 817, 1
776, 854, 2
947, 10, 1
888, 857, 1
746, 884, 2
972, 73, 1
311, 242, 1
945, 598, 1
249, 830, 83
303, 417, 3
408, 362, 2
465, 760, 5
483, 530, 1
644, 784, 28
74, 453, 1
21, 38, 1
216, 533, 1
131, 67, 1
68, 520, 4
756, 258, 6
260, 895, 5
711, 763, 1
422, 61, 1
217, 14, 7
24, 240, 24
123, 300, 3
615, 18, 3
264, 670, 2
30, 840, 30
206, 85, 1
818, 61, 1
396, 550, 22
409, 939, 1
947, 948, 1
601, 11, 1
417, 523, 1
729, 462, 3
196, 404, 4
866, 390, 2
795, 530, 265
73, 76, 1
71, 453, 1
168, 302, 2
88, 57, 1
152, 992, 8
885, 400, 5
965, 431, 1
941, 844, 1
255, 677, 1
854, 389, 1
914, 411, 1
261, 886, 1
461, 195, 1
203, 843, 1
943, 886, 1
391, 930, 1
444, 162, 6
196, 571, 1
535, 290, 5
801, 588, 3
357, 288, 3
806, 512, 2
172, 412, 4
508, 984, 4
10, 448, 2
550, 144, 2
775, 467, 1
671, 380, 1
667, 815, 1
957, 896, 1
393, 693, 3
3, 144, 3
845, 536, 1
253, 805, 23
943, 900, 1
600, 968, 8
617, 487, 1
709, 870, 1
465, 147, 3
202, 814, 2
387, 371, 1
493, 250, 1
947, 704, 1
753, 35, 1
29, 280, 1
62, 186, 62
175, 867, 1
889, 768, 1
195, 377, 13
431, 737, 1
78, 831, 3
852, 714, 6
486, 319, 1
249, 539, 1
309, 887, 1
644, 600, 4
43, 981, 1
371, 178, 1
701, 561, 1
210, 51, 3
72, 187, 1
244, 16, 4
562, 743, 1
557, 10, 1
917, 558, 1
126, 308, 14
795, 396, 3
338, 752, 2
417, 435, 3
74, 980, 2
684, 406, 2
198, 910, 2
870, 714, 6
379, 856, 1
138, 588, 6
954, 704, 2
803, 199, 1
101, 599, 1
127, 654, 1
766, 682, 2
957, 567, 3
607, 386, 1
822, 981, 3
140, 682, 2
917, 871, 1
83, 881, 1
638, 84, 2
141, 179, 1
410, 787, 1
760, 367, 1
150, 433, 1
102, 38, 2
103, 997, 1
798, 498, 6
357, 290, 1
100, 713, 1
106, 630, 2
897, 958, 1
132, 701, 1
455, 55, 5
161, 778, 1
678, 633, 3
833, 80, 1
213, 972, 3
405, 792, 9
299, 868, 1
65, 85, 5
791, 948, 1
443, 938, 1
989, 480, 1
25, 157, 1
560, 835, 5
832, 720, 16
344, 883, 1
258, 404, 2
948, 510, 6
887, 22, 1
365, 272, 1
852, 123, 3
87, 641, 1
258, 366, 6
254, 536, 2
952, 134, 2
337, 433, 1
549, 975, 3
214, 979, 1
758, 153, 1
44, 425, 1
969, 473, 1
671, 12, 1
72, 616, 8
210, 318, 6
598, 244, 2
305, 325, 5
430, 13, 1
703, 908, 1
492, 904, 4
668, 55, 1
162, 429, 3
48, 148, 4
255, 122, 1
993, 147, 3
588, 629, 1
71, 89, 1
949, 235, 1
546, 220, 2
236, 707, 1
884, 628, 4
298, 949, 1
361, 357, 1
304, 653, 1
773, 228, 1
594, 238, 2
27, 689, 1
689, 580, 1
200, 230, 10
493, 219, 1
94, 707, 1
653, 570, 1
891, 991, 1
97, 70, 1
182, 651, 7
657, 627, 3
809, 856, 1
84, 753, 3
281, 99, 1
679, 36, 1
400, 724, 4
63, 440, 1
475, 198, 1
116, 820, 4
388, 622, 2
293, 525, 1
500, 54, 2
857, 814, 1
642, 297, 3
842, 551, 1
661, 344, 1
786, 163, 1
367, 451, 1
500, 563, 1
261, 168, 3
172, 47, 1
831, 89, 1
500, 758, 2
832, 549, 1
385, 566, 1
342, 195, 3
355, 405, 5
192, 334, 2
78, 373, 1
653, 264, 1
166, 199, 1
617, 256, 1
678, 74, 2
540, 503, 1
758, 929, 1
736, 779, 1
274, 839, 1
11, 404, 1
470, 220, 10
179, 19, 1
477, 130, 1
271, 209, 1
433, 513, 1
110, 239, 1
965, 833, 1
226, 912, 2
309, 209, 1
981, 64, 1
47, 827, 1
708, 185, 1
633, 697, 1
792, 597, 3
478, 241, 1
181, 101, 1
478, 990, 2
38, 67, 1
263, 186, 1
478, 635, 1
793, 239, 1
31, 566, 1
194, 919, 1
718, 554, 2
730, 894, 2
233, 857, 1
446, 62, 2
33, 831, 3
250, 614, 2
787, 848, 1
729, 321, 3
415, 623, 1
489, 442, 1
861, 240, 3
537, 468, 3
690, 370, 10
651, 264, 3
45, 653, 1
827, 83, 1
188, 679, 1
346, 654, 2
619, 970, 1
172, 644, 4
840, 326, 2
462, 602, 14
270, 985, 5
378, 570, 6
548, 721, 1
7, 955, 1
297, 344, 1
912, 235, 1
70, 80, 10
99, 985, 1
567, 553, 7
547, 741, 1
299, 404, 1
425, 682, 1
699, 844, 1
445, 160, 5
506, 141, 1
434, 226, 2
139, 842, 1
509, 797, 1
589, 650, 1
733, 137, 1
108, 464, 4
191, 188, 1
346, 280, 2
308, 312, 4
633, 387, 3
978, 173, 1
372, 192, 12
895, 938, 1
448, 205, 1
173, 209, 1
19, 250, 1
604, 683, 1
473, 641, 1
4, 846, 2
283, 593, 1
234, 131, 1
619, 471, 1
138, 860, 2
760, 896, 8
654, 439, 1
326, 967, 1
294, 317, 1
596, 686, 2
837, 984, 3
707, 919, 1
287, 801, 1
845, 907, 1
281, 595, 1
149, 896, 1
165, 103, 1
500, 709, 1
360, 294, 6
684, 197, 1
686, 48, 2
385, 58, 1
269, 590, 1
383, 375, 1
73, 60, 1
118, 453, 1
242, 233, 1
765, 924, 3
477, 758, 1
453, 226, 1
227, 601, 1
910, 765, 5
299, 263, 1
157, 578, 1
382, 31, 1
467, 150, 1
440, 815, 5
313, 202, 1
580, 103, 1
114, 214, 2
23, 53, 1
602, 979, 1
798, 808, 2
422, 983, 1
249, 318, 3
954, 20, 2
262, 935, 1
891, 301, 1
767, 386, 1
854, 287, 7
968, 47, 1
422, 312, 2
217, 308, 7
602, 15, 1
696, 2, 2
136, 157, 1
861, 874, 1
503, 819, 1
265, 948, 1
272, 204, 68
292, 936, 4
291, 679, 97
221, 226, 1
250, 205, 5
692, 576, 4
944, 108, 4
763, 648, 1
187, 982, 1
977, 730, 1
789, 804, 3
495, 938, 1
117, 83, 1
515, 180, 5
20, 398, 2
939, 601, 1
393, 701, 1
249, 316, 1
31, 679, 1
921, 265, 1
622, 166, 2
385, 162, 1
770, 513, 1
449, 191, 1
324, 218, 2
612, 969, 51
658, 816, 2
743, 367, 1
932, 524, 4
489, 926, 1
27, 929, 1
738, 334, 2
760, 429, 1
977, 575, 1
741, 427, 1
756, 675, 27
318, 94, 2
257, 880, 1
781, 947, 1
882, 891, 9
13, 621, 1
389, 673, 1
840, 286, 2
142, 966, 2
368, 5, 1
117, 21, 3
833, 610, 1
203, 270, 1
939, 875, 1
542, 772, 2
117, 348, 3
630, 202, 2
982, 188, 2
9, 380, 1
527, 61, 1
476, 260, 4
920, 820, 20
529, 129, 1
1000, 966, 2
583, 200, 1
623, 487, 1
913, 741, 1
245, 578, 1
291, 301, 1
148, 379, 1
129, 274, 1
824, 792, 8
898, 318, 2
235, 720, 5
327, 86, 1
91, 907, 1
564, 771, 3
521, 27, 1
964, 812, 4
160, 783, 1
132, 777, 3
186, 791, 1
194, 673, 1
805, 954, 1
342, 366, 6
701, 105, 1
12, 54, 6
243, 995, 1
118, 823, 1
955, 961, 1
398, 602, 2
847, 469, 7
873, 497, 1
181, 420, 1
791, 834, 1
749, 512, 1
954, 152, 2
967, 298, 1
549, 976, 61
839, 523, 1
132, 284, 4
693, 617, 1
836, 231, 11
125, 467, 1
83, 110, 1
850, 977, 1
547, 351, 1
790, 586, 2
757, 702, 1
177, 208, 1
996, 616, 4
9, 971, 1
371, 677, 1
230, 416, 2
38, 387, 1
418, 724, 2
616, 160, 8
287, 376, 1
925, 883, 1
941, 828, 1
684, 536, 4
217, 70, 7
429, 641, 1
438, 464, 2
369, 747, 9
655, 895, 5
547, 377, 1
319, 290, 29
861, 315, 21
454, 117, 1
234, 121, 1
51, 368, 1
740, 765, 5
447, 606, 3
373, 15, 1
213, 859, 1
720, 85, 5
892, 97, 1
111, 81, 3
837, 560, 1
663, 716, 1
226, 982, 2
370, 622, 2
872, 727, 1
512, 904, 8
109, 589, 1
533, 450, 1
617, 857, 1
293, 202, 1
359, 32, 1
22, 673, 1
455, 595, 35
326, 740, 2
367, 307, 1
47, 151, 1
678, 890, 2
830, 491, 1
660, 475, 5
507, 700, 1
240, 465, 15
214, 254, 2
561, 268, 1
125, 728, 1
260, 127, 1
129, 681, 3
541, 77, 1
57, 539, 1
956, 937, 1
828, 441, 9
89, 212, 1
596, 491, 1
